title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Heat,movie,"Action, Crime, Drama",1995,tt0113277,8.3,742812,US
Kindergarten Cop,movie,"Action, Comedy, Crime",1990,tt0099938,6.2,166572,AU
Madagascar,movie,"Adventure, Animation, Comedy",2005,tt0351283,6.9,451723,AU
Mission: Impossible,movie,"Action, Adventure, Thriller",1996,tt0117060,7.2,482428,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
Mission: Impossible II,movie,"Action, Adventure, Thriller",2000,tt0120755,6.1,386812,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
Mission: Impossible III,movie,"Action, Adventure, Thriller",2006,tt0317919,6.9,399590,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
Spaceballs,movie,"Adventure, Comedy, Sci-Fi",1987,tt0094012,7.1,212796,"BR, US"
The Gold Rush,movie,"Adventure, Comedy, Drama",1925,tt0015864,8.1,122103,DE
The Magnificent Seven,movie,"Action, Adventure, Drama",1960,tt0054047,7.7,105374,"BR, CL, CO, MX"
Irreversible,movie,"Crime, Drama, Mystery",2002,tt0290673,7.3,152638,"AT, CA, CH, DE, FR, US"
Eraserhead,movie,"Fantasy, Horror",1977,tt0074486,7.3,131813,DE
The Man Who Fell to Earth,movie,"Drama, Sci-Fi",1976,tt0074851,6.6,29612,DE
Sherlock Jr.,movie,"Action, Comedy, Romance",1924,tt0015324,8.2,60204,GB
Mulholland Drive,movie,"Drama, Mystery, Thriller",2001,tt0166924,7.9,395074,"DE, GB"
Sommersby,movie,"Drama, Mystery, Romance",1993,tt0108185,6.3,23761,DE
Breathless,movie,"Action, Drama, Romance",1983,tt0085276,6,11079,"CL, CO, MX"
The Hidden Fortress,movie,"Adventure, Drama",1958,tt0051808,8,43466,GB
Point Break,movie,"Action, Crime, Thriller",1991,tt0102685,7.3,210423,"AR, AT, BO, CH, CL, CO, CR, DO, EC, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
The Thing,movie,"Horror, Mystery, Sci-Fi",1982,tt0084787,8.2,488860,US
The Third Man,movie,"Drama, Film-Noir, Mystery",1949,tt0041959,8.1,187570,GB
Escape from New York,movie,"Action, Adventure, Sci-Fi",1981,tt0082340,7.1,163193,"BR, CL, CO, GB, MX"
The Wind that Shakes the Barley,movie,"Drama, War",2006,tt0460989,7.5,56115,US
Catch a Fire,movie,"Biography, Drama, History",2006,tt0437232,6.7,11141,US
Dreamgirls,movie,"Drama, Musical",2006,tt0443489,6.6,78453,"AT, CA, CH, DE, FR, GB, IE, IT, US"
The Queen,movie,"Biography, Drama",2006,tt0436697,7.3,117161,FR
The Talented Mr. Ripley,movie,"Crime, Drama, Thriller",1999,tt0134119,7.4,257976,"AT, CH, DE, FR, GB, IE, IT, US"
The Remains of the Day,movie,"Drama, Romance",1993,tt0107943,7.8,87499,AU
Rocky Balboa,movie,"Drama, Sport",2006,tt0479143,7.1,235619,"BR, CL, CO, MX"
Hannibal Rising,movie,"Adventure, Crime, Drama",2007,tt0367959,6.1,118200,US
Hollywoodland,movie,"Biography, Crime, Drama",2006,tt0427969,6.5,36389,"AT, CH, DE, FR, GB, IE, IT"
Letters from Iwo Jima,movie,"Action, Adventure, Drama",2006,tt0498380,7.8,172634,US
Lonely Hearts,movie,"Biography, Crime, Drama",2006,tt0441774,6.4,22657,"AR, BR, CL, CO, MX"
Because I Said So,movie,"Comedy, Romance",2007,tt0490084,5.6,40768,US
Street Kings,movie,"Action, Crime, Thriller",2008,tt0421073,6.8,122903,DE
American Psycho,movie,"Crime, Drama, Horror",2000,tt0144084,7.6,760094,"BR, CL, CO, IN, MX"
Monster's Ball,movie,"Drama, Romance",2001,tt0285742,7,95679,IN
Rocky,movie,"Drama, Sport",1976,tt0075148,8.1,650281,"BR, CL, CO, MX, US"
Rocky II,movie,"Drama, Sport",1979,tt0079817,7.3,237500,"BR, CL, CO, MX, US"
First Blood,movie,"Action, Adventure, Thriller",1982,tt0083944,7.7,284990,"BR, CL, CO, GB, MX"
Rambo: First Blood Part II,movie,"Action, Adventure, Thriller",1985,tt0089880,6.5,187453,"CA, US"
Rambo III,movie,"Action, Adventure, Thriller",1988,tt0095956,5.8,143534,"BR, CA, CL, CO, MX, US"
Rocky III,movie,"Drama, Sport",1982,tt0084602,6.8,216959,"BR, CL, CO, MX, US"
Rocky IV,movie,"Drama, Sport",1985,tt0089927,6.9,232573,"BR, CL, CO, MX, US"
Rocky V,movie,"Drama, Sport",1990,tt0100507,5.4,154325,"BR, CL, CO, MX"
Houseboat,movie,"Comedy, Drama, Family",1958,tt0051745,6.6,9910,"CA, US"
The Fountain,movie,"Drama, Mystery, Romance",2006,tt0414993,7.2,251730,PT
Me and You and Everyone We Know,movie,"Comedy, Drama",2005,tt0415978,7.2,37879,US
Out of Sight,movie,"Comedy, Crime, Drama",1998,tt0120780,7,101745,"AU, US"
Duel at Diablo,movie,"Drama, Thriller, Western",1966,tt0060355,6.5,4455,"CL, CO, MX"
"Sex, Lies, and Videotape",movie,Drama,1989,tt0098724,7.2,61138,GB
Pan's Labyrinth,movie,"Drama, Fantasy, War",2006,tt0457430,8.2,717722,"CA, GB"
Perfume: The Story of a Murderer,movie,"Crime, Drama, Fantasy",2006,tt0396171,7.5,270722,"IN, US"
Once Upon a Time in Mexico,movie,"Action, Crime, Thriller",2003,tt0285823,6.3,172605,US
The Contract,movie,"Action, Crime, Drama",2006,tt0445946,5.6,26447,"AR, BR, CL, CO, MX"
The Virgin Suicides,movie,"Drama, Romance",1999,tt0159097,7.2,175904,"GB, US"
The Illusionist,movie,"Drama, Fantasy, Mystery",2006,tt0443543,7.5,394775,US
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,movie,"Action, Adventure, Comedy",1991,tt0103060,6,62145,AU
Teenage Mutant Ninja Turtles,movie,"Action, Adventure, Comedy",1990,tt0100758,6.8,107328,"AU, IE"
Teenage Mutant Ninja Turtles III,movie,"Action, Adventure, Comedy",1993,tt0108308,4.8,37194,"AU, US"
Changing Lanes,movie,"Drama, Thriller",2002,tt0264472,6.5,75730,US
Collateral,movie,"Action, Crime, Drama",2004,tt0369339,7.5,444002,"DE, US"
Ghost World,movie,"Comedy, Drama",2001,tt0162346,7.3,128711,GB
Flatliners,movie,"Drama, Horror, Sci-Fi",1990,tt0099582,6.6,95509,US
Parenthood,movie,"Comedy, Drama",1989,tt0098067,7.1,56368,AU
Down by Law,movie,"Comedy, Crime, Drama",1986,tt0090967,7.6,56548,DE
28 Weeks Later,movie,"Horror, Sci-Fi",2007,tt0463854,6.9,305017,US
Chicago,movie,"Comedy, Crime, Musical",2002,tt0299658,7.2,248141,"AU, US"
The Holiday,movie,"Comedy, Romance",2006,tt0457939,7,344289,AU
School of Rock,movie,"Comedy, Music",2003,tt0332379,7.2,340984,"AT, CH, DE, FR, GB, IE, IT, US"
What's Eating Gilbert Grape,movie,Drama,1993,tt0108550,7.7,259587,AU
Bring It On,movie,"Comedy, Romance, Sport",2000,tt0204946,6.1,108959,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
Primal Fear,movie,"Crime, Drama, Mystery",1996,tt0117381,7.7,255250,"AT, CH, DE, FR, GB, IE, IT, US"
A Shot in the Dark,movie,"Comedy, Crime, Mystery",1964,tt0058586,7.3,31986,"CL, CO, MX"
Meet the Parents,movie,"Comedy, Romance",2000,tt0212338,7,364108,"AT, AU, CH, DE, FR, GB, IE, IT"
Cape Fear,movie,"Crime, Thriller",1991,tt0101540,7.3,223725,AU
The Double Life of Véronique,movie,"Drama, Fantasy, Music",1991,tt0101765,7.6,54473,DE
A Bronx Tale,movie,"Crime, Drama",1993,tt0106489,7.8,168908,US
Still Crazy,movie,"Comedy, Drama, Music",1998,tt0149151,7,9066,AU
Hitman,movie,"Action, Crime, Thriller",2007,tt0465494,6.2,181808,US
Liar Liar,movie,"Comedy, Fantasy",1997,tt0119528,6.9,343688,AU
Jules and Jim,movie,"Drama, Romance",1962,tt0055032,7.7,45438,"DE, GB"
Mississippi Burning,movie,"Crime, Drama, Mystery",1988,tt0095647,7.8,115321,"BR, DE"
The Island,movie,"Action, Sci-Fi, Thriller",2005,tt0399201,6.8,332454,US
Bedazzled,movie,"Comedy, Fantasy",2000,tt0230030,6.1,114407,DE
Speed 2: Cruise Control,movie,"Action, Adventure, Crime",1997,tt0120179,4,87599,US
Forces of Nature,movie,"Comedy, Romance",1999,tt0141098,5.5,36491,"AT, CH, DE, FR, GB, IE, IT"
The Net,movie,"Action, Crime, Drama",1995,tt0113957,6,76017,US
Freedom Writers,movie,"Biography, Crime, Drama",2007,tt0463998,7.6,87152,"AT, CH, DE, FR, GB, IE, IT, US"
Bill & Ted's Bogus Journey,movie,"Adventure, Comedy, Fantasy",1991,tt0101452,6.3,82478,"CL, CO, MX"
The Legend of Zorro,movie,"Action, Adventure, Romance",2005,tt0386140,6,110010,US
Small Change,movie,"Comedy, Drama",1976,tt0074152,7.6,6579,US
The Hunt for Red October,movie,"Action, Adventure, Thriller",1990,tt0099810,7.5,220368,"AT, CA, CH, DE, FR, GB, IE, IT"
Ray,movie,"Biography, Drama, Music",2004,tt0350258,7.7,160025,US
Little Buddha,movie,Drama,1993,tt0107426,6.1,18396,DE
Hostel,movie,Horror,2005,tt0450278,5.9,195981,US
Hostel: Part II,movie,Horror,2007,tt0498353,5.5,98300,US
Copycat,movie,"Drama, Mystery, Thriller",1995,tt0112722,6.6,68705,"DE, US"
The Last Metro,movie,"Drama, Romance, War",1980,tt0080610,7.3,16278,"DE, GB"
The Soft Skin,movie,"Drama, Romance",1964,tt0058458,7.5,8649,"DE, GB"
Bird on a Wire,movie,"Action, Comedy, Crime",1990,tt0099141,6,48978,AU
Inland Empire,movie,"Drama, Fantasy, Mystery",2006,tt0460829,6.8,64164,"DE, GB"
The Mummy Returns,movie,"Action, Adventure, Fantasy",2001,tt0209163,6.4,354410,AU
The Mummy: Tomb of the Dragon Emperor,movie,"Action, Adventure, Fantasy",2008,tt0859163,5.2,174109,AU
An Inconvenient Truth,movie,Documentary,2006,tt0497116,7.4,85795,IT
May Fools,movie,"Comedy, Romance",1990,tt0097884,7.2,3499,DE
Footloose,movie,"Drama, Music, Romance",1984,tt0087277,6.6,96611,"AT, CA, CH, DE, FR, GB, IE, IT, US"
La Cérémonie,movie,"Crime, Drama, Thriller",1995,tt0112769,7.5,14379,DE
Angel,movie,"Action, Crime, Thriller",1983,tt0086896,5.8,4948,CA
The Rules of Attraction,movie,"Comedy, Drama, Romance",2002,tt0292644,6.6,54155,IN
Shoot the Piano Player,movie,"Crime, Drama, Thriller",1960,tt0054389,7.4,21108,DE
Over the Top,movie,"Action, Drama, Sport",1987,tt0093692,5.8,61555,"BR, CL, CO, MX"
Entrapment,movie,"Action, Crime, Romance",1999,tt0137494,6.3,126132,DE
World Trade Center,movie,"Drama, History, Thriller",2006,tt0469641,6,89117,"AT, CH, DE, FR, GB, IE, IT, US"
Transformers,movie,"Action, Adventure, Sci-Fi",2007,tt0418279,7.1,690459,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, VE"
Fantomas Unleashed,movie,"Adventure, Comedy, Crime",1965,tt0059168,6.8,8623,DE
Fantomas,movie,"Adventure, Comedy, Crime",1964,tt0058089,6.9,12629,DE
Fantomas vs. Scotland Yard,movie,"Adventure, Comedy, Crime",1967,tt0060400,6.7,8216,DE
Red Dawn,movie,"Action, Drama, Thriller",1984,tt0087985,6.3,65284,"BR, CL, CO, MX"
The Karate Kid,movie,"Action, Drama, Family",1984,tt0087538,7.3,254195,US
Children of a Lesser God,movie,"Drama, Romance",1986,tt0090830,7.2,19171,"AT, CH, DE, FR, GB, IE, IT"
Traffic,movie,"Crime, Drama, Thriller",2000,tt0181865,7.6,223308,"IN, US"
Open Your Eyes,movie,"Drama, Mystery, Sci-Fi",1997,tt0125659,7.7,74638,IN
Vanilla Sky,movie,"Fantasy, Mystery, Romance",2001,tt0259711,6.9,291537,"AT, CH, DE, FR, GB, IE, IT, US"
Away from Her,movie,Drama,2006,tt0491747,7.5,23322,CA
Crime of Passion,movie,"Crime, Drama, Film-Noir",1956,tt0050271,6.4,3041,US
Hulk,movie,"Action, Sci-Fi",2003,tt0286716,5.6,283388,AU
The Others,movie,"Horror, Mystery, Thriller",2001,tt0230600,7.6,404854,"BR, CA, CL, CO, GB, MX, US"
An Unfinished Life,movie,"Drama, Family, Romance",2005,tt0350261,7,34715,CA
Crank,movie,"Action, Crime, Thriller",2006,tt0479884,6.9,268836,"BR, CL, CO, IN, MX"
Zodiac,movie,"Crime, Drama, Mystery",2007,tt0443706,7.7,624297,"CA, US"
The Elephant Man,movie,"Biography, Drama",1980,tt0080678,8.2,266854,DE
Gerry,movie,"Adventure, Drama, Mystery",2002,tt0302674,6,20113,DE
Enough,movie,"Crime, Drama, Thriller",2002,tt0278435,5.8,49068,US
8 Women,movie,"Comedy, Crime, Musical",2002,tt0283832,7,35070,"AT, CH, DE, FR"
Alexander,movie,"Action, Biography, Drama",2004,tt0346491,5.6,179009,IN
Fools Rush In,movie,"Comedy, Drama, Romance",1997,tt0119141,6.1,40472,US
Bandidas,movie,"Action, Comedy, Crime",2006,tt0416496,5.7,37912,IN
A Mighty Heart,movie,"Biography, Drama, History",2007,tt0829459,6.6,28423,"AT, CH, DE, FR, GB, IE, IT"
My Blueberry Nights,movie,"Drama, Romance",2007,tt0765120,6.6,57257,"DE, GB"
Death Proof,movie,"Drama, Thriller",2007,tt1028528,7,321097,"BR, CL, CO, MX, US"
Planet Terror,movie,"Action, Comedy, Horror",2007,tt1077258,7,226996,"BR, CL, CO, MX, US"
"Aguirre, the Wrath of God",movie,"Action, Adventure, Biography",1972,tt0068182,7.8,64373,"DE, GB"
We Own the Night,movie,"Crime, Drama, Thriller",2007,tt0498399,6.8,94486,US
"4 Months, 3 Weeks and 2 Days",movie,Drama,2007,tt1032846,7.9,64265,US
Persepolis,movie,"Animation, Biography, Drama",2007,tt0808417,8,101961,DE
Hard Target,movie,"Action, Crime, Thriller",1993,tt0107076,6.2,58324,AU
Hostage,movie,"Action, Crime, Drama",2005,tt0340163,6.5,114381,US
Moonstruck,movie,"Comedy, Drama, Romance",1987,tt0093565,7.2,71807,BR
Along Came a Spider,movie,"Crime, Drama, Mystery",2001,tt0164334,6.4,98336,"AT, CH, DE, FR, GB, IE, US"
The Gift,movie,"Drama, Fantasy, Horror",2000,tt0219699,6.7,76825,US
National Treasure,movie,"Action, Adventure, Mystery",2004,tt0368891,6.9,363974,US
Pusher,movie,"Crime, Thriller",1996,tt0117407,7.3,46403,GB
Romeo Is Bleeding,movie,"Crime, Drama, Romance",1993,tt0107983,6.5,15594,"BR, CL, CO, MX"
Cutaway,movie,"Action, Crime",2000,tt0211792,5.2,1807,US
Desert Saints,movie,"Action, Romance, Thriller",2002,tt0167116,6,3506,US
The Last Castle,movie,"Action, Drama, Thriller",2001,tt0272020,6.9,86954,"AT, CH, DE, FR, GB, IE, IT"
Solar Crisis,movie,"Sci-Fi, Thriller",1990,tt0100649,4.1,2163,US
American Pie,movie,Comedy,1999,tt0163651,7,445891,AU
L.A. Story,movie,"Comedy, Drama, Fantasy",1991,tt0102250,6.7,34986,GB
The Breakfast Club,movie,"Comedy, Drama",1985,tt0088847,7.8,450438,AU
Days of Thunder,movie,"Action, Drama, Sport",1990,tt0099371,6.1,98764,US
"Me, Myself & Irene",movie,Comedy,2000,tt0183505,6.6,256349,US
Kiss of the Dragon,movie,"Action, Crime, Thriller",2001,tt0271027,6.6,67668,IN
Cop Land,movie,"Crime, Drama, Thriller",1997,tt0118887,7,109816,"AT, AU, CH, DE, FR, GB, IE, IT, US"
The Cotton Club,movie,"Crime, Drama, Music",1984,tt0087089,6.5,20194,US
Reindeer Games,movie,"Action, Crime, Thriller",2000,tt0184858,5.8,43196,US
Breakdown,movie,"Crime, Drama, Mystery",1997,tt0118771,7,64393,"AT, CH, DE, FR, GB, IE, IT"
Stargate,movie,"Action, Adventure, Sci-Fi",1994,tt0111282,7,210174,"BR, CL, CO, MX, US"
Liberty Stands Still,movie,"Action, Drama, Thriller",2002,tt0280870,5.7,8153,US
Wet Hot American Summer,movie,"Comedy, Romance",2001,tt0243655,6.5,61668,US
Alice in the Cities,movie,Drama,1974,tt0069687,7.8,13992,DE
16 Blocks,movie,"Action, Drama, Thriller",2006,tt0450232,6.6,136096,"AR, BR, CL, CO, MX"
The Legend of Paul and Paula,movie,"Comedy, Drama, Romance",1973,tt0070299,6.8,1269,DE
Malice,movie,"Crime, Mystery, Thriller",1993,tt0107497,6.5,28974,"BR, CL, CO, MX"
Unfaithful,movie,"Drama, Romance, Thriller",2002,tt0250797,6.7,101507,"DE, US"
Eastern Promises,movie,"Crime, Drama, Thriller",2007,tt0765443,7.6,267875,US
Veronika Voss,movie,Drama,1982,tt0084654,7.6,7959,DE
Stardust,movie,"Adventure, Fantasy, Romance",2007,tt0486655,7.6,290042,"AT, CH, DE, FR, GB, IE, IT"
The General's Daughter,movie,"Crime, Drama, Mystery",1999,tt0144214,6.4,65102,US
Cold Mountain,movie,"Adventure, Drama, Romance",2003,tt0159365,7.2,159171,"AT, CH, DE, FR, GB, IE, IT"
Jacob's Ladder,movie,"Drama, Horror, Mystery",1990,tt0099871,7.4,121952,GB
Clerks II,movie,Comedy,2006,tt0424345,7.3,142153,IN
The Light,movie,"Drama, Romance",2004,tt0388562,7,1652,DE
Prime,movie,"Comedy, Drama, Romance",2005,tt0387514,6.2,42506,US
The Dust Factory,movie,"Drama, Family, Fantasy",2004,tt0329030,5.8,1748,US
Married to the Mob,movie,"Comedy, Crime, Romance",1988,tt0095593,6.2,20383,"BR, CL, CO, MX"
Field of Dreams,movie,"Drama, Family, Fantasy",1989,tt0097351,7.5,132464,AU
10 Items or Less,movie,"Comedy, Drama",2006,tt0499603,6.5,16544,US
The Bear,movie,"Adventure, Drama, Family",1988,tt0095800,7.7,19522,DE
The Greatest Story Ever Told,movie,"Biography, Drama, History",1965,tt0059245,6.6,12307,"CL, CO, MX"
Joint Security Area,movie,"Action, Drama, Thriller",2000,tt0260991,7.7,35605,"DE, GB"
Harley Davidson and the Marlboro Man,movie,"Action, Crime, Drama",1991,tt0102005,6.1,23499,"BR, CL, CO, MX"
Confidentially Yours,movie,"Comedy, Crime, Mystery",1983,tt0086551,7.2,7737,DE
Belle Epoque,movie,"Comedy, Drama, Romance",1992,tt0103791,7.1,11642,DE
The Princess Bride,movie,"Adventure, Comedy, Family",1987,tt0093779,8,461126,"BR, CL, CO, MX"
The Bourne Identity,movie,"Action, Mystery, Thriller",2002,tt0258463,7.8,589211,AU
The Bourne Supremacy,movie,"Action, Thriller",2004,tt0372183,7.7,496107,"AU, US"
The Bourne Ultimatum,movie,"Action, Mystery, Thriller",2007,tt0440963,8,667471,"AU, US"
Nobody Knows,movie,Drama,2004,tt0408664,8,32837,"GB, US"
Spanglish,movie,"Comedy, Drama, Romance",2004,tt0371246,6.4,89828,US
Zazie in the Metro,movie,"Comedy, Fantasy",1960,tt0054494,6.9,6982,DE
Time to Leave,movie,Drama,2005,tt0417189,7.1,9359,DE
Code 46,movie,"Drama, Romance, Sci-Fi",2003,tt0345061,6.1,21339,GB
"Planes, Trains & Automobiles",movie,"Comedy, Drama",1987,tt0093748,7.6,168422,"AT, CH, DE, FR, GB, IE, IT, US"
Uncle Buck,movie,Comedy,1989,tt0098554,7.1,112843,AU
Return to Me,movie,"Comedy, Drama, Romance",2000,tt0122459,7,23517,BR
An Officer and a Gentleman,movie,"Drama, Romance",1982,tt0084434,7.1,64413,"AT, CA, CH, DE, FR, GB, IE, IT"
The Mothman Prophecies,movie,"Drama, Horror, Mystery",2002,tt0265349,6.4,86547,US
Heathers,movie,"Comedy, Crime",1988,tt0097493,7.1,120959,AU
The Game,movie,"Drama, Mystery, Thriller",1997,tt0119174,7.7,445755,"AU, FR"
What Lies Beneath,movie,"Drama, Horror, Mystery",2000,tt0161081,6.6,139160,"CA, US"
House of 1000 Corpses,movie,Horror,2003,tt0251736,6,96368,CA
Airplane II: The Sequel,movie,"Comedy, Sci-Fi",1982,tt0083530,6.2,58183,US
The Blair Witch Project,movie,"Horror, Mystery",1999,tt0185937,6.5,298031,"BR, CL, CO, IN, MX, US"
Sleepy Hollow,movie,"Fantasy, Horror, Mystery",1999,tt0162661,7.3,395213,"CA, US"
The Bounty,movie,"Adventure, Drama, History",1984,tt0086993,7,32337,"BR, CL, CO, MX"
Ringu,movie,"Horror, Mystery",1998,tt0178868,7.2,80649,"CA, FR, US"
Evan Almighty,movie,"Comedy, Family, Fantasy",2007,tt0413099,5.4,157893,US
Indochine,movie,"Drama, Romance, War",1992,tt0104507,7,11190,"DE, GB"
Naked Lunch,movie,"Drama, Mystery",1991,tt0102511,6.9,58202,DE
Journey to Italy,movie,"Drama, Romance",1954,tt0046511,7.3,12851,GB
24 Hour Party People,movie,"Biography, Comedy, Drama",2002,tt0274309,7.3,40490,"BR, CL, CO, MX"
40 Days and 40 Nights,movie,"Comedy, Romance",2002,tt0243736,5.6,76825,AU
Addams Family Values,movie,"Comedy, Fantasy",1993,tt0106220,6.8,115491,"AT, AU, CH, DE, FR, GB, IE, IT, US"
"The Adventures of Priscilla, Queen of the Desert",movie,"Comedy, Music",1994,tt0109045,7.5,57199,"BR, CL, CO, MX"
The Lovers on the Bridge,movie,"Drama, Romance",1991,tt0101318,7.6,16015,"AT, CH, DE, FR"
American Pie 2,movie,Comedy,2001,tt0252866,6.4,275860,AU
Pitch Black,movie,"Horror, Sci-Fi, Thriller",2000,tt0134847,7,257294,"AU, US"
Reality Bites,movie,"Comedy, Drama, Romance",1994,tt0110950,6.6,55272,AU
The Chronicles of Riddick,movie,"Action, Adventure, Sci-Fi",2004,tt0296572,6.6,246153,"AU, US"
The Chronicles of Riddick: Dark Fury,movie,"Action, Animation, Sci-Fi",2004,tt0407658,6.5,12321,US
Identity,movie,"Mystery, Thriller",2003,tt0309698,7.3,275699,US
Claire's Knee,movie,"Drama, Romance",1970,tt0065772,7.5,12894,DE
A Good Marriage,movie,"Comedy, Drama, Romance",1982,tt0082053,7,3904,DE
Backdraft,movie,"Action, Drama, Mystery",1991,tt0101393,6.7,90070,AU
The First Wives Club,movie,Comedy,1996,tt0116313,6.4,55953,"AT, AU, CH, DE, FR, GB, IE, IT, US"
Ghostbusters II,movie,"Action, Comedy, Fantasy",1989,tt0097428,6.6,231385,US
The Trial,movie,"Drama, Mystery, Thriller",1962,tt0057427,7.6,25092,DE
1408,movie,"Fantasy, Horror, Mystery",2007,tt0450385,6.8,301607,"BR, CL, CO, IN, MX"
Flesh for Frankenstein,movie,"Horror, Sci-Fi",1973,tt0071508,5.8,7233,CA
Frankenstein,movie,"Crime, Horror, Mystery",2004,tt0397430,4.5,2106,US
Modern Times,movie,"Comedy, Drama, Romance",1936,tt0027977,8.5,269042,DE
Red River,movie,"Drama, Western",1948,tt0040724,7.7,35538,BR
The Night of the Hunter,movie,"Crime, Drama, Film-Noir",1955,tt0048424,8,101403,"BR, CL, CO, MX"
Gangs of New York,movie,"Crime, Drama",2002,tt0217505,7.5,483568,US
Bandits,movie,"Comedy, Crime, Drama",2001,tt0219965,6.5,72096,BR
Beavis and Butt-Head Do America,movie,"Adventure, Animation, Comedy",1996,tt0115641,6.8,61347,"AT, CA, CH, DE, FR, GB, IE, IT, US"
No Telling,movie,Horror,1991,tt0102545,5.7,442,"CA, US"
The Things of Life,movie,"Drama, Romance",1970,tt0064165,7.4,5801,DE
Cesar & Rosalie,movie,"Drama, Romance",1972,tt0068441,7.3,3986,DE
Mr. Brooks,movie,"Crime, Drama, Mystery",2007,tt0780571,7.3,159429,US
The Train,movie,"Thriller, War",1964,tt0059825,7.8,20094,"CL, CO, MX"
88 Minutes,movie,"Crime, Drama, Mystery",2007,tt0411061,5.9,79099,"AR, BR, CL, CO, MX"
Don't Come Knocking,movie,"Drama, Music",2005,tt0377800,6.6,8043,DE
Bagdad Cafe,movie,"Comedy, Drama",1987,tt0095801,7.4,15687,DE
After the Wedding,movie,Drama,2006,tt0457655,7.7,38036,US
I Now Pronounce You Chuck & Larry,movie,"Comedy, Romance",2007,tt0762107,5.9,156346,US
Emma,movie,"Comedy, Drama, Romance",1996,tt0116191,6.6,42730,"AT, CA, CH, DE, FR, GB, IE, IT"
Black Sheep,movie,"Comedy, Horror, Sci-Fi",2006,tt0779982,5.8,42559,US
Girl with a Pearl Earring,movie,"Biography, Drama, Romance",2003,tt0335119,6.9,83733,IT
What's New Pussycat,movie,Comedy,1965,tt0059903,6.1,11321,US
54,movie,"Drama, Music",1998,tt0120577,5.9,34957,US
Flags of Our Fathers,movie,"Action, Adventure, Drama",2006,tt0418689,7.1,131207,US
Onibaba,movie,"Drama, Horror, Thriller",1964,tt0058430,7.9,23350,GB
Throne of Blood,movie,Drama,1957,tt0050613,8,57387,GB
Red Beard,movie,Drama,1965,tt0058888,8.3,21946,GB
Ikiru,movie,Drama,1952,tt0044741,8.3,94328,GB
Frankie and Johnny,movie,"Comedy, Drama, Romance",1991,tt0101912,6.7,35319,"AT, CH, DE, FR, GB, IE, IT"
Things We Lost in the Fire,movie,Drama,2007,tt0469623,7.1,30083,US
Team America: World Police,movie,"Action, Comedy",2004,tt0372588,7.2,181222,"AT, CH, DE, FR, GB, IE, IT"
Last Year at Marienbad,movie,"Drama, Mystery, Romance",1961,tt0054632,7.6,25683,"DE, GB"
Law of Desire,movie,"Comedy, Drama, Thriller",1987,tt0093412,7.1,14593,DE
Black Rain,movie,"Action, Crime, Drama",1989,tt0096933,6.6,61322,"AT, CH, DE, FR, GB, IE, IT"
The Transporter,movie,"Action, Crime, Thriller",2002,tt0293662,6.8,327328,US
Road to Perdition,movie,"Crime, Drama, Thriller",2002,tt0257044,7.7,290401,US
Revolutionary Road,movie,"Drama, Romance",2008,tt0959337,7.3,228734,"AT, CH, FR, GB, IE, IT"
Friends,movie,"Drama, Romance",1971,tt0067118,6.5,1156,"AT, CH, DE, FR, GB, IE, IT"
Heyy Babyy,movie,"Comedy, Drama",2007,tt0806088,6.1,16465,IN
